customer_id,join_date,age,gender,region_code,is_married,prefer_category,income_group
C003372,2022-03-30,36,F,R01,1,Grocery,G4
C003373,2020-08-08,45,M,R07,1,Beauty,G4
C003374,2022-03-30,44,F,R04,0,Grocery,G2
C003377,2021-02-25,31,M,R07,1,Electronics,G2
C003380,2020-03-03,50,M,R03,1,Electronics,G2
C003384,2021-07-27,19,M,R03,0,Fashion,G1
C003385,2022-02-06,48,M,R01,0,Electronics,G3
C003386,2021-04-27,49,F,R03,1,Beauty,G3
C003387,2021-06-02,33,M,R01,1,Beauty,G4
C003388,2020-06-03,30,F,R01,1,Grocery,G3
C003389,2020-04-01,31,M,R07,0,Beauty,G4
C003390,2022-09-08,19,M,R04,1,Beauty,G3
C003391,2021-06-09,48,F,R07,1,Home,G2
C003392,2021-03-30,30,F,R07,0,Fashion,G3
C003393,2022-01-10,33,F,R05,1,Home,G2
C003398,2021-01-20,29,M,R04,0,Home,G2
C003400,2021-12-31,22,F,R01,0,Beauty,G3
C003401,2021-02-08,41,M,R02,0,Home,G3
C003405,2021-10-22,46,M,R06,1,Home,G4
C003406,2021-10-11,39,F,R01,1,Beauty,G2
C003408,2022-04-05,37,F,R06,1,Electronics,G2
C003409,2022-06-06,30,M,R03,0,Electronics,G2
C003410,2021-02-26,34,F,R05,0,Home,G4
C003411,2022-06-19,19,F,R05,0,Beauty,G5
C003412,2020-03-05,51,F,R05,0,Electronics,G3
C003413,2020-01-13,25,F,R04,1,Grocery,G4
C003414,2020-07-31,33,M,R01,1,Home,G5
C003416,2020-08-29,33,M,R03,1,Fashion,G2
C003418,2020-07-31,35,M,R07,1,Home,G2
C003420,2020-12-03,34,F,R07,0,Fashion,G2
C003421,2022-09-23,53,F,R07,1,Grocery,G4
C003422,2020-06-21,20,M,R06,1,Fashion,G3
C003424,2020-06-12,46,F,R07,0,Home,G3
C003429,2021-01-29,36,M,R06,0,Electronics,G4
C003431,2022-07-05,19,F,R03,1,Fashion,G4
C003433,2022-02-06,30,M,R03,1,Home,G1
C003436,2022-03-04,44,M,R02,1,Fashion,G2
C003437,2021-05-24,41,F,R03,1,Fashion,G3
C003439,2021-06-29,30,F,R04,1,Beauty,G2
C003440,2021-07-17,49,M,R02,1,Beauty,G3
C003441,2021-09-15,56,F,R02,0,Electronics,G3
C003443,2021-08-16,30,F,R06,1,Fashion,G3
C003444,2022-01-13,35,M,R05,0,Home,G3
C003445,2020-08-14,22,M,R02,0,Fashion,G4
C003448,2021-03-11,39,F,R07,1,Home,G3
C003449,2022-07-13,41,F,R01,0,Electronics,G1
C003450,2021-02-25,19,M,R06,1,Electronics,G3
C003451,2021-07-07,43,F,R05,1,Home,G2
C003454,2021-01-31,27,F,R04,1,Grocery,G2
C003455,2021-09-16,52,F,R03,1,Home,G2
C003456,2020-04-14,21,F,R06,1,Fashion,G2
C003457,2020-07-10,34,F,R02,1,Home,G2
C003458,2020-01-17,21,F,R02,1,Electronics,G2
C003459,2020-04-29,46,M,R01,1,Fashion,G2
C003460,2021-01-27,37,M,R04,1,Grocery,G3
C003461,2021-02-28,23,F,R07,1,Home,G2
C003463,2020-05-09,26,F,R06,1,Home,G2
C003464,2021-07-25,45,F,R03,1,Grocery,G3
C003465,2021-07-13,58,M,R07,1,Beauty,G4
C003466,2020-01-29,21,F,R02,1,Grocery,G2
C003467,2020-04-06,51,F,R06,1,Home,G3
C003468,2020-01-10,49,M,R06,0,Electronics,G4
C003469,2020-08-29,32,F,R02,1,Beauty,G3
C003470,2022-04-05,43,F,R04,0,Home,G3
C003471,2022-08-13,38,M,R04,1,Beauty,G1
C003472,2020-08-19,35,M,R07,1,Electronics,G4
C003473,2022-02-27,30,M,R04,1,Beauty,G5
C003475,2021-12-15,30,F,R06,1,Fashion,G3
C003476,2022-01-28,46,F,R06,1,Electronics,G2
C003477,2022-03-12,26,M,R03,0,Grocery,G3
C003478,2022-02-14,58,F,R02,1,Fashion,G3
C003479,2022-08-12,23,M,R06,1,Grocery,G3
C003480,2021-12-26,67,F,R03,1,Fashion,G3
C003481,2020-07-18,32,M,R03,1,Electronics,G4
C003482,2022-08-02,44,M,R04,0,Beauty,G3
C003484,2022-07-01,37,M,R06,1,Home,G4
C003485,2022-08-13,48,F,R01,1,Home,G1
C003486,2022-05-04,29,F,R06,1,Fashion,G1
C003487,2022-05-05,22,F,R03,0,Beauty,G2
C003488,2020-06-21,36,F,R06,1,Beauty,G3
C003489,2021-04-11,44,F,R06,0,Electronics,G3
C003491,2021-02-19,39,M,R07,1,Beauty,G4
C003492,2022-07-28,21,F,R07,0,Electronics,G4
C003493,2021-03-24,38,F,R01,0,Fashion,G2
C003495,2020-04-10,38,F,R05,0,Grocery,G2
C003498,2020-07-18,37,M,R01,1,Home,G2
C003499,2021-05-19,30,M,R02,0,Home,G4
C003500,2020-03-27,46,F,R06,0,Fashion,G1
C003501,2020-02-12,46,F,R04,1,Grocery,G2
C003502,2021-01-19,38,M,R02,1,Grocery,G2
C003504,2021-03-10,44,M,R05,1,Fashion,G2
C003505,2021-02-11,46,M,R01,1,Grocery,G2
C003506,2021-04-27,53,M,R02,1,Beauty,G4
C003509,2021-10-06,46,M,R03,1,Electronics,G1
C003513,2022-04-05,53,F,R04,0,Fashion,G2
C003514,2022-07-15,24,F,R02,1,Home,G3
C003515,2020-12-31,32,F,R03,1,Home,G4
C003516,2020-08-15,29,M,R05,0,Grocery,G2
C003517,2021-10-12,36,M,R03,0,Fashion,G2
C003519,2021-02-02,22,M,R02,1,Home,G1
C003520,2020-07-29,47,F,R04,0,Beauty,G2
C003521,2021-01-25,26,M,R07,1,Grocery,G3
C003524,2021-07-16,19,F,R01,1,Electronics,G1
C003526,2021-03-17,49,F,R05,0,Electronics,G1
C003527,2020-09-17,47,M,R05,0,Home,G2
C003528,2022-02-11,19,F,R05,1,Home,G1
C003530,2020-12-17,41,M,R05,0,Beauty,G2
C003531,2021-06-03,40,M,R02,1,Electronics,G2
C003532,2020-11-15,61,F,R04,1,Electronics,G4
C003533,2020-05-17,29,F,R07,1,Grocery,G1
C003535,2021-09-14,36,F,R02,1,Beauty,G2
C003536,2022-09-18,53,M,R05,0,Fashion,G4
C003539,2020-12-02,28,F,R06,1,Electronics,G4
C003540,2020-08-10,38,F,R03,1,Fashion,G2
C003542,2022-02-06,19,F,R06,1,Beauty,G2
C003543,2020-12-25,50,F,R07,1,Fashion,G3
C003544,2022-07-09,48,F,R07,0,Electronics,G3
C003545,2020-11-24,36,F,R07,1,Grocery,G2
C003547,2021-04-07,44,M,R03,1,Beauty,G4
C003548,2022-08-03,36,F,R06,1,Beauty,G4
C003550,2021-07-14,39,F,R01,0,Home,G4
C003552,2021-01-16,58,F,R03,1,Electronics,G3
C003553,2022-04-15,43,M,R03,1,Grocery,G4
C003554,2021-08-12,43,F,R02,1,Fashion,G4
C003555,2021-09-08,52,F,R02,1,Home,G2
C003558,2021-01-12,24,F,R06,1,Home,G3
C003559,2020-04-28,34,M,R02,0,Electronics,G5
C003561,2022-02-05,22,M,R04,0,Electronics,G2
C003562,2021-01-04,32,F,R03,0,Home,G4
C003563,2022-02-16,41,M,R01,0,Electronics,G5
C003567,2022-05-08,25,F,R05,1,Grocery,G4
C003568,2021-05-02,38,M,R04,1,Home,G4
C003570,2021-01-08,19,M,R06,1,Electronics,G3
C003572,2021-11-23,32,F,R04,1,Grocery,G4
C003573,2020-06-08,21,M,R04,1,Home,G2
C003574,2020-12-16,49,M,R07,0,Grocery,G1
C003575,2022-06-30,37,F,R07,1,Electronics,G4
C003577,2020-10-14,35,M,R07,0,Grocery,G2
C003578,2022-06-10,34,F,R07,0,Beauty,G4
C003579,2020-08-13,42,F,R06,1,Beauty,G3
C003580,2021-06-06,30,M,R06,1,Electronics,G2
C003582,2022-02-21,19,F,R06,1,Grocery,G3
C003583,2020-09-29,39,M,R05,0,Home,G2
C003584,2022-07-24,32,F,R06,0,Grocery,G4
C003585,2021-02-05,65,M,R05,0,Grocery,G4
C003589,2021-05-02,28,F,R06,0,Fashion,G1
C003590,2022-04-06,46,M,R02,0,Electronics,G3
C003591,2022-04-25,38,F,R05,1,Fashion,G5
C003592,2020-05-03,25,F,R03,1,Home,G3
C003593,2022-09-11,22,M,R05,0,Electronics,G3
C003596,2021-02-17,30,M,R03,0,Electronics,G3
C003597,2022-09-06,33,M,R01,1,Electronics,G3
C003598,2021-12-25,51,M,R03,1,Grocery,G2
C003599,2020-06-20,33,F,R02,1,Electronics,G3
C003600,2020-10-14,51,M,R04,1,Electronics,G4
C003601,2021-03-10,31,M,R03,1,Beauty,G5
C003603,2020-04-22,33,F,R01,1,Home,G4
C003605,2022-07-05,19,F,R07,0,Fashion,G1
C003606,2022-09-21,24,M,R05,1,Electronics,G4
C003607,2020-05-01,42,M,R01,1,Grocery,G4
C003609,2020-08-09,45,M,R07,1,Electronics,G3
C003611,2020-02-08,26,M,R02,1,Grocery,G4
C003613,2022-02-18,37,F,R01,1,Fashion,G2
C003622,2020-10-28,32,F,R07,0,Grocery,G3
C003623,2020-12-25,24,M,R05,1,Beauty,G2
C003624,2020-08-25,29,M,R05,0,Electronics,G3
C003626,2021-10-24,44,F,R07,0,Beauty,G4
C003627,2020-08-23,43,M,R01,1,Fashion,G2
C003629,2020-07-21,29,F,R01,1,Fashion,G4
C003631,2021-08-20,42,M,R05,1,Fashion,G5
C003632,2021-10-23,44,F,R07,1,Grocery,G2
C003633,2020-08-22,40,F,R04,1,Electronics,G5
C003634,2020-12-10,33,F,R01,1,Beauty,G4
C003635,2021-06-17,33,F,R07,0,Fashion,G2
C003638,2022-02-19,40,M,R04,0,Home,G3
C003640,2022-02-08,45,M,R06,1,Home,G5
C003641,2021-06-24,33,M,R01,0,Home,G3
C003642,2020-07-31,26,F,R04,1,Beauty,G2
C003643,2021-04-07,43,F,R03,0,Home,G3
C003644,2021-03-11,37,M,R02,0,Electronics,G2
C003647,2021-08-29,44,M,R01,1,Beauty,G4
C003650,2020-03-28,50,M,R03,0,Home,G4
C003651,2020-02-13,47,F,R01,1,Home,G2
C003652,2021-04-05,35,M,R01,1,Home,G3
C003653,2020-10-04,24,M,R06,1,Home,G3
C003655,2021-02-24,45,M,R06,0,Fashion,G3
C003656,2021-12-01,30,F,R07,0,Beauty,G5
C003658,2021-11-26,48,F,R02,1,Beauty,G3
C003659,2021-05-29,27,F,R03,0,Beauty,G2
C003660,2021-12-03,32,M,R04,1,Home,G2
C003662,2020-01-19,33,F,R03,0,Beauty,G2
C003663,2020-01-23,42,M,R04,1,Home,G3
C003664,2021-02-16,32,M,R02,1,Fashion,G3
C003665,2020-01-30,23,F,R01,0,Grocery,G5
C003666,2022-03-17,41,M,R01,0,Grocery,G3
C003667,2020-04-17,52,F,R04,0,Beauty,G1
C003668,2021-01-01,40,M,R02,1,Grocery,G2
C003669,2020-10-07,42,F,R02,1,Electronics,G3
C003670,2020-05-07,42,F,R05,0,Fashion,G4
C003671,2020-08-16,54,M,R05,1,Home,G5
C003672,2020-04-20,32,F,R04,1,Electronics,G4
C003673,2020-05-15,19,M,R03,1,Fashion,G2
C003675,2020-07-04,19,F,R06,0,Home,G2
C003676,2021-10-17,30,F,R05,1,Fashion,G1
C003678,2020-05-08,27,M,R05,0,Fashion,G2
C003679,2022-05-25,46,F,R05,1,Grocery,G2
C003680,2020-09-17,43,F,R04,1,Electronics,G2
C003682,2021-03-24,49,F,R03,0,Fashion,G5
C003683,2022-06-18,33,M,R03,1,Beauty,G4
C003684,2020-04-13,56,M,R04,1,Grocery,G1
C003685,2021-04-27,31,F,R02,1,Fashion,G3
C003686,2020-08-11,31,M,R03,1,Home,G2
C003687,2022-04-11,32,F,R01,1,Beauty,G2
C003688,2022-05-23,26,M,R05,1,Beauty,G4
C003689,2022-05-15,42,M,R03,0,Beauty,G5
C003691,2021-04-17,33,F,R04,1,Electronics,G3
C003692,2020-01-10,41,F,R01,1,Grocery,G5
C003693,2021-02-08,57,F,R04,1,Grocery,G4
C003697,2021-12-31,40,F,R02,1,Grocery,G2
C003699,2020-03-06,26,F,R06,1,Beauty,G3
C003704,2021-05-14,38,F,R01,0,Grocery,G4
C003705,2022-07-20,35,M,R03,1,Electronics,G1
C003706,2021-08-20,39,F,R03,0,Beauty,G5
C003707,2020-08-21,26,M,R03,0,Electronics,G5
C003709,2020-11-09,27,F,R07,1,Fashion,G4
C003710,2021-07-19,19,F,R05,1,Electronics,G3
C003711,2020-01-12,22,M,R07,1,Home,G4
C003713,2022-08-31,43,F,R03,1,Beauty,G5
C003718,2021-01-11,27,F,R04,1,Beauty,G2
C003719,2020-01-20,29,F,R05,0,Beauty,G2
C003720,2021-08-09,44,F,R02,1,Home,G2
C003721,2022-06-30,54,M,R05,1,Electronics,G4
C003723,2022-01-04,42,F,R01,1,Beauty,G3
C003727,2020-04-10,36,F,R05,1,Home,G2
C003729,2020-05-11,35,M,R02,1,Electronics,G3
C003730,2021-09-14,45,F,R05,1,Fashion,G3
C003731,2021-01-15,35,M,R07,1,Fashion,G3
C003735,2021-06-19,38,M,R01,1,Electronics,G2
C003737,2020-06-02,41,F,R06,1,Home,G3
C003740,2021-04-13,25,M,R07,0,Beauty,G1
C003741,2022-04-01,42,M,R01,0,Grocery,G3
C003742,2022-09-26,41,M,R01,0,Beauty,G1
C003744,2021-02-08,19,F,R01,1,Beauty,G3
C003745,2020-07-20,47,M,R06,1,Fashion,G4
C003746,2020-02-07,45,F,R07,0,Electronics,G5
C003748,2022-02-10,50,M,R06,0,Fashion,G3
C003749,2020-07-06,25,F,R05,1,Grocery,G2
C003750,2020-02-26,37,M,R02,1,Grocery,G2
C003751,2022-07-29,37,M,R01,0,Beauty,G2
C003752,2020-01-20,38,F,R02,1,Beauty,G4
C003755,2021-08-05,34,M,R06,1,Grocery,G3
C003756,2021-05-30,26,M,R04,1,Beauty,G5
C003757,2020-08-08,39,F,R04,0,Fashion,G4
C003760,2021-12-28,50,F,R05,1,Grocery,G4
C003761,2022-01-10,36,F,R03,1,Electronics,G1
C003763,2021-11-28,38,F,R05,0,Fashion,G2
C003764,2020-02-24,35,M,R02,1,Home,G5
C003765,2021-05-14,54,F,R02,1,Grocery,G2
C003766,2022-06-18,25,M,R01,0,Home,G2
C003767,2022-06-06,19,M,R02,1,Grocery,G2
C003769,2021-06-19,38,F,R05,0,Home,G2
C003770,2020-06-10,42,F,R02,1,Grocery,G5
C003771,2021-10-31,23,M,R06,0,Home,G3
C003772,2021-08-16,34,F,R01,1,Fashion,G1
C003773,2022-07-03,22,M,R01,0,Fashion,G4
C003774,2020-06-07,32,F,R06,0,Beauty,G3
C003775,2020-07-06,50,F,R04,1,Home,G2
C003776,2020-02-29,37,M,R04,1,Home,G3
C003779,2020-11-14,31,M,R07,1,Fashion,G2
C003780,2022-05-27,35,M,R05,1,Electronics,G4
C003782,2021-02-09,21,M,R01,0,Electronics,G2
C003783,2021-10-25,38,F,R07,1,Grocery,G2
C003784,2020-04-18,19,F,R01,0,Beauty,G3
C003785,2020-03-16,37,M,R02,1,Home,G4
C003791,2022-05-17,47,F,R05,1,Grocery,G5
C003793,2020-01-19,30,M,R07,1,Home,G2
C003795,2021-11-15,29,F,R05,1,Grocery,G3
C003797,2020-12-15,35,F,R03,1,Fashion,G3
C003798,2020-07-01,34,F,R02,0,Home,G3
C003801,2021-04-25,37,F,R05,1,Home,G4
C003802,2020-05-25,23,M,R05,1,Grocery,G2
C003809,2020-10-29,55,M,R04,0,Home,G4
C003810,2022-08-28,19,M,R07,1,Grocery,G2
C003811,2022-04-04,40,F,R03,1,Fashion,G3
C003812,2020-04-27,32,F,R03,1,Fashion,G2
C003813,2022-03-23,25,F,R06,0,Grocery,G2
C003815,2021-02-04,26,F,R01,1,Electronics,G4
C003816,2020-07-16,29,M,R06,1,Grocery,G3
C003817,2020-09-16,39,M,R07,1,Electronics,G2
C003818,2021-10-21,49,F,R04,1,Fashion,G3
C003819,2022-01-21,32,F,R03,0,Home,G1
C003820,2020-02-16,44,M,R04,0,Electronics,G1
C003821,2022-09-13,54,F,R05,1,Grocery,G1
C003824,2021-07-12,49,M,R06,1,Electronics,G5
C003825,2020-03-18,46,F,R02,0,Grocery,G3
C003826,2020-05-03,21,F,R05,1,Electronics,G4
C003828,2022-05-20,40,F,R07,1,Fashion,G4
C003829,2020-05-16,42,M,R07,0,Grocery,G3
C003831,2021-02-03,42,M,R05,1,Home,G2
C003833,2021-05-19,39,F,R03,1,Electronics,G3
C003835,2021-07-26,29,M,R03,1,Beauty,G1
C003838,2022-02-09,20,M,R01,0,Grocery,G2
C003839,2022-08-30,39,M,R01,1,Beauty,G5
C003840,2021-09-10,23,F,R07,0,Grocery,G5
C003842,2022-05-11,23,M,R03,1,Electronics,G5
C003844,2021-09-21,19,F,R01,1,Electronics,G3
C003846,2022-04-28,37,F,R05,1,Beauty,G3
C003847,2022-05-26,38,F,R06,0,Electronics,G3
C003850,2022-07-03,36,M,R02,1,Electronics,G3
C003852,2021-06-30,27,M,R01,1,Home,G4
C003853,2020-10-28,38,F,R01,1,Fashion,G1
C003857,2022-04-11,25,M,R02,1,Grocery,G2
C003858,2022-07-21,40,F,R04,0,Home,G4
C003859,2022-09-06,63,F,R07,0,Fashion,G1
C003861,2022-07-05,40,F,R04,1,Electronics,G4
C003865,2020-12-21,21,F,R02,1,Home,G2
C003867,2021-08-24,35,F,R04,1,Grocery,G3
C003869,2021-09-29,38,F,R05,1,Beauty,G2
C003870,2022-01-12,42,F,R05,1,Beauty,G2
C003871,2020-10-21,40,F,R03,1,Grocery,G2
C003872,2022-07-19,33,M,R05,1,Beauty,G3
C003876,2021-09-03,30,F,R07,1,Beauty,G3
C003877,2022-04-17,36,F,R05,1,Fashion,G3
C003878,2022-03-19,19,F,R04,1,Grocery,G4
C003879,2020-06-30,37,M,R02,0,Fashion,G4
C003880,2021-11-16,37,M,R05,1,Electronics,G4
C003881,2022-04-07,45,M,R07,0,Grocery,G4
C003882,2020-12-29,39,F,R03,1,Electronics,G3
C003884,2021-07-22,39,M,R01,1,Fashion,G4
C003885,2021-06-26,36,F,R02,0,Grocery,G5
C003888,2022-09-11,28,F,R01,1,Home,G1
C003889,2021-07-01,32,F,R06,1,Grocery,G3
C003890,2021-12-25,35,F,R06,1,Fashion,G2
C003891,2022-07-14,30,M,R04,1,Electronics,G4
C003893,2022-05-25,45,M,R06,0,Home,G4
C003894,2021-09-09,19,F,R07,1,Fashion,G4
C003895,2021-02-17,39,F,R02,0,Fashion,G3
C003896,2020-12-07,21,M,R05,1,Beauty,G3
C003901,2020-08-07,33,F,R03,0,Home,G3
C003902,2020-09-26,34,M,R05,1,Electronics,G2
C003903,2021-09-23,49,F,R04,0,Grocery,G4
C003904,2022-06-24,48,F,R04,0,Grocery,G2
C003906,2021-02-03,49,M,R01,1,Grocery,G4
C003908,2022-09-17,43,F,R03,0,Grocery,G2
C003910,2021-12-29,30,F,R07,1,Fashion,G1
C003911,2020-07-23,31,F,R02,1,Electronics,G2
C003912,2021-08-04,48,F,R06,0,Home,G2
C003915,2022-03-23,29,M,R07,1,Fashion,G3
C003917,2021-11-26,41,M,R03,0,Beauty,G2
C003918,2021-09-10,19,F,R02,0,Electronics,G2
C003919,2021-08-18,47,M,R02,0,Home,G4
C003921,2020-09-06,22,F,R06,0,Grocery,G3
C003923,2021-03-16,29,F,R07,1,Grocery,G5
C003924,2021-06-16,26,M,R05,1,Beauty,G2
C003925,2020-07-14,26,M,R02,1,Grocery,G2
C003926,2021-11-20,33,F,R03,1,Beauty,G1
C003927,2022-07-17,40,M,R06,0,Beauty,G2
C003932,2021-02-02,34,F,R02,1,Grocery,G3
C003933,2022-09-04,43,F,R05,1,Grocery,G4
C003935,2022-01-29,33,M,R05,1,Grocery,G2
C003937,2020-05-27,25,F,R07,0,Fashion,G2
C003938,2021-04-16,46,F,R05,0,Home,G5
C003939,2021-10-16,41,M,R03,1,Grocery,G2
C003940,2022-08-01,31,M,R03,1,Fashion,G3
C003942,2022-07-05,33,F,R07,0,Fashion,G2
C003944,2021-10-27,48,M,R05,0,Grocery,G2
C003946,2022-06-06,39,F,R05,1,Electronics,G3
C003950,2020-06-13,28,F,R02,1,Electronics,G2
C003951,2020-11-09,51,M,R05,1,Grocery,G1
C003953,2020-03-22,34,F,R01,0,Grocery,G2
C003954,2021-08-03,31,F,R04,1,Electronics,G3
C003955,2020-05-10,53,F,R04,1,Home,G2
C003957,2021-12-30,24,F,R04,0,Home,G3
C003960,2020-10-31,35,F,R03,1,Electronics,G3
C003961,2022-07-03,43,M,R03,0,Fashion,G2
C003962,2021-01-05,26,M,R05,0,Grocery,G4
C003964,2022-05-02,39,F,R01,1,Fashion,G2
C003965,2021-01-18,20,M,R01,1,Electronics,G5
C003966,2022-06-26,19,M,R07,0,Electronics,G1
C003967,2021-03-20,36,M,R07,1,Fashion,G3
C003969,2020-06-09,26,F,R04,1,Fashion,G3
C003970,2020-06-26,29,F,R04,0,Fashion,G3
C003971,2021-09-20,29,F,R01,0,Grocery,G2
C003973,2022-06-13,41,M,R02,0,Fashion,G4
C003974,2021-05-04,34,F,R02,1,Fashion,G2
C003975,2020-11-22,38,M,R05,1,Electronics,G3
C003976,2021-08-20,25,F,R05,1,Grocery,G3
C003980,2021-07-26,44,M,R05,1,Home,G3
C003981,2021-07-26,36,M,R05,1,Fashion,G3
C003982,2020-12-19,19,M,R02,1,Home,G1
C003984,2022-08-11,53,F,R04,1,Fashion,G5
C003985,2020-02-12,29,F,R04,1,Electronics,G4
C003986,2021-11-11,33,F,R04,1,Home,G2
C003987,2021-02-26,19,F,R07,1,Grocery,G3
C003988,2021-08-20,24,M,R02,1,Grocery,G2
C003991,2021-09-01,35,M,R05,1,Home,G5
C003992,2022-08-23,34,F,R01,1,Fashion,G3
C003993,2021-05-08,32,F,R07,1,Grocery,G3
C003994,2020-07-16,21,M,R03,1,Grocery,G2
C003996,2021-07-30,19,F,R05,1,Electronics,G2
C003997,2022-04-21,34,F,R05,1,Electronics,G1
C003999,2021-05-31,29,M,R03,0,Fashion,G1
C004001,2020-01-22,27,M,R01,1,Home,G3
C004002,2020-04-21,45,M,R06,1,Beauty,G1
C004003,2020-02-26,19,F,R02,0,Fashion,G2
C004007,2020-05-23,38,M,R05,0,Home,G3
C004009,2021-03-10,32,F,R04,1,Fashion,G3
C004011,2021-11-09,33,M,R06,1,Grocery,G2
C004012,2020-03-26,68,M,R03,1,Electronics,G3
C004015,2022-07-24,39,M,R05,1,Home,G2
C004016,2020-10-20,37,F,R02,1,Fashion,G2
C004018,2021-07-24,53,M,R06,1,Beauty,G5
C004019,2021-10-11,37,F,R03,1,Grocery,G2
C004020,2021-09-02,33,M,R05,0,Home,G4
C004021,2021-12-04,24,F,R06,1,Home,G3
C004024,2021-07-14,34,M,R04,0,Electronics,G2
C004026,2020-02-01,36,F,R01,1,Electronics,G3
C004028,2020-10-03,22,F,R05,0,Beauty,G2
C004030,2020-06-02,20,M,R05,1,Fashion,G1
C004031,2021-01-17,27,F,R03,1,Beauty,G3
C004032,2020-03-08,40,M,R07,1,Home,G2
C004034,2022-06-02,35,F,R05,0,Electronics,G4
C004036,2021-10-16,21,F,R04,1,Fashion,G2
C004038,2022-01-13,19,F,R06,0,Grocery,G4
C004039,2020-07-31,34,M,R06,0,Fashion,G3
C004041,2021-12-26,40,M,R03,1,Grocery,G5
C004043,2021-08-26,42,F,R06,0,Electronics,G3
C004044,2022-02-20,50,F,R04,0,Electronics,G4
C004045,2022-07-11,31,M,R06,1,Grocery,G2
C004048,2020-02-27,19,F,R01,0,Home,G4
C004050,2020-01-26,32,M,R01,1,Fashion,G2
C004053,2020-03-06,40,M,R01,1,Grocery,G1
C004054,2022-07-09,19,M,R04,0,Electronics,G3
C004055,2022-01-29,29,M,R03,0,Beauty,G5
C004056,2020-09-10,31,F,R03,0,Beauty,G3
C004057,2022-06-17,30,M,R06,1,Grocery,G3
C004062,2020-08-14,27,M,R05,0,Electronics,G2
C004063,2022-02-12,24,F,R02,1,Fashion,G5
C004065,2021-03-11,19,M,R01,1,Fashion,G3
C004068,2021-01-13,19,F,R01,1,Grocery,G5
C004069,2020-06-26,34,F,R06,1,Beauty,G2
C004070,2021-03-02,48,F,R07,1,Beauty,G3
C004072,2021-12-09,42,F,R05,0,Home,G2
C004074,2022-02-17,33,M,R07,1,Grocery,G2
C004076,2020-09-24,38,M,R06,1,Beauty,G4
C004077,2021-08-08,49,M,R02,1,Beauty,G3
C004079,2022-07-08,49,M,R05,1,Grocery,G1
C004083,2020-06-12,23,M,R04,1,Home,G2
C004084,2021-04-29,42,F,R05,1,Fashion,G3
C004085,2021-08-19,42,F,R02,0,Fashion,G4
C004086,2020-03-12,38,F,R06,0,Fashion,G1
C004090,2022-06-29,34,F,R03,0,Beauty,G1
C004091,2022-08-01,35,F,R07,1,Beauty,G2
C004092,2020-08-25,35,F,R02,1,Grocery,G1
C004095,2021-07-07,43,F,R04,1,Home,G5
C004097,2021-04-12,23,M,R05,1,Home,G5
C004100,2021-01-20,56,M,R02,0,Home,G3
C004101,2022-02-13,24,F,R03,1,Beauty,G2
C004102,2022-04-27,57,M,R04,0,Fashion,G2
C004103,2021-01-21,41,F,R05,0,Grocery,G4
C004106,2020-10-09,42,F,R06,0,Home,G4
C004107,2021-09-17,31,M,R01,1,Home,G5
C004111,2022-07-17,36,M,R05,0,Beauty,G3
C004112,2020-08-07,49,M,R05,0,Home,G5
C004113,2020-05-08,33,M,R05,1,Grocery,G5
C004114,2021-06-03,42,M,R04,1,Grocery,G4
C004115,2021-09-04,31,F,R07,0,Electronics,G2
C004116,2022-07-16,25,F,R03,1,Electronics,G1
C004118,2021-11-18,19,F,R02,0,Beauty,G4
C004120,2021-09-04,31,M,R05,1,Beauty,G4
C004121,2020-09-16,33,F,R04,1,Electronics,G2
C004122,2022-09-16,29,M,R06,0,Beauty,G3
C004123,2022-08-23,36,M,R04,1,Grocery,G5
C004124,2020-12-31,51,F,R07,1,Fashion,G4
C004126,2022-02-25,26,M,R07,1,Grocery,G5
C004127,2021-06-27,52,F,R03,1,Beauty,G1
C004128,2021-10-10,63,M,R01,1,Grocery,G3
C004131,2022-03-24,45,M,R01,1,Fashion,G2
C004132,2022-06-05,43,F,R07,0,Electronics,G5
C004133,2020-01-16,31,M,R03,1,Beauty,G3
C004134,2020-05-08,30,F,R05,0,Grocery,G3
C004135,2021-07-28,31,M,R04,1,Grocery,G2
C004136,2020-04-18,49,M,R07,1,Grocery,G4
C004137,2022-06-05,32,F,R01,0,Grocery,G4
C004138,2021-06-16,35,M,R07,1,Beauty,G2
C004139,2021-10-31,46,F,R05,0,Home,G1
C004141,2020-06-10,26,F,R04,1,Grocery,G4
C004142,2020-09-16,22,M,R01,0,Home,G3
C004143,2022-07-12,39,F,R05,0,Grocery,G2
C004147,2021-07-24,32,F,R07,0,Home,G2
C004148,2020-09-03,38,M,R06,1,Beauty,G3
C004150,2022-03-05,41,M,R01,1,Home,G2
C004151,2022-04-16,49,F,R03,1,Home,G2
C004153,2020-05-10,44,M,R02,1,Grocery,G4
C004154,2020-12-18,34,F,R04,1,Electronics,G2
C004157,2022-07-04,46,F,R02,0,Home,G4
C004159,2021-10-27,31,M,R02,0,Fashion,G3
C004160,2021-01-16,47,F,R06,1,Home,G3
C004162,2020-08-14,30,M,R05,0,Beauty,G2
C004164,2021-04-20,45,M,R04,1,Electronics,G2
C004166,2020-09-21,55,F,R01,1,Grocery,G4
C004168,2021-04-30,28,F,R01,0,Electronics,G2
C004170,2021-10-07,52,M,R02,1,Fashion,G5
C004171,2020-07-29,19,F,R02,0,Fashion,G1
C004172,2021-07-25,39,M,R05,1,Electronics,G3
C004174,2021-01-11,34,F,R05,1,Home,G2
