customer_id,credit_score,num_active_cards,total_deposit_balance,total_loan_balance,card_cash_service_amt,card_loan_amt,fin_overdue_days,fin_asset_trend_score
C016244,708,3,392228,40335592,0,0,0,0.08502191650606289
C016245,738,1,2185647,0,0,240236,1,-0.8562626072439631
C016247,775,4,5919871,0,0,243650,1,-1.0761488026730455
C016249,824,4,92574,0,0,1390438,2,-1.6317715195851212
C016251,784,4,24019,0,0,273189,0,0.4676692051124094
C016252,902,1,28260059,0,0,0,0,0.3111863068242485
C016255,647,3,2299968,10868891,0,0,0,-0.8163116807430186
C016256,765,6,200202441,5897825,368605,0,0,-1.6088874056020928
C016257,720,1,5207086,3191504,77399,0,0,-0.169386061326258
C016258,783,6,261179,0,0,0,0,1.8966144647392162
C016259,598,5,26146518,0,0,0,0,-0.15713278240765974
C016260,714,6,3897621,0,0,0,0,-0.4479631227095018
C016261,531,5,17711256,7188390,0,275508,0,0.42337718058803586
C016263,715,2,1917895,0,0,0,2,-0.21648808641316147
C016264,753,4,12275950,0,0,0,1,-0.769330053136805
C016266,614,4,6532482,5839688,241244,0,2,0.532478888436248
C016268,773,1,13347814,21674952,0,0,0,-0.44063809843667634
C016269,784,5,17701505,0,0,0,2,0.6868990393869395
C016271,654,3,34957315,0,0,0,0,-0.508273506977732
C016273,681,5,15958929,0,0,0,0,1.2378991235105796
C016274,630,2,3775187,1310138,0,0,1,-0.6008291576706313
C016278,680,5,5351540,0,0,0,0,0.9228826365717576
C016279,769,2,3709693,14029020,132403,0,0,-2.336005128329114
C016280,947,2,8811448,4858878,77138,635828,0,-1.9492886056682377
C016282,780,2,85582399,4402233,0,0,0,-2.0373550172698067
C016283,596,1,764307,0,0,0,0,-0.29103139139709194
C016284,885,6,35855838,19462214,0,0,0,-2.4026676508671936
C016286,886,4,273280,0,0,0,0,-1.6050087775587791
C016289,714,2,4566754,0,0,0,0,0.7286119312322196
C016290,595,5,2179063,0,0,0,0,-1.454130062446824
C016292,708,3,66908119,15811190,0,0,2,-0.6994280686962842
C016293,903,3,32266761,1302973,0,1415119,1,0.10780804836235497
C016295,928,2,7152746,3464561,0,0,1,-0.3240171562044859
C016297,597,6,22744533,53152408,0,0,0,-2.0005199265424416
C016298,648,3,29419923,7512774,0,139971,0,0.3091507833774637
C016299,877,4,12105671,0,0,0,2,-1.4670599224648875
C016301,774,6,1804986,0,0,0,0,-1.1650557201809202
C016304,813,5,9888209,0,8962,0,0,-0.9658769374168308
C016305,797,2,3368593,0,200135,0,0,0.25089024068381494
C016307,514,4,672107,0,115932,0,1,-1.0168240115243825
C016309,861,5,7077938,0,0,0,0,-0.27141845817828403
C016310,870,1,2729473,0,0,0,0,-1.4043957886065965
C016313,799,3,827093,0,0,33795,0,-0.5438848560487158
C016314,721,3,12910150,0,0,0,0,0.27130740104560924
C016316,671,6,4532838,5854683,0,0,2,1.4430510792056557
C016319,654,6,414705,4989643,0,0,1,0.3204226873149021
C016322,890,5,872288,13215141,0,0,0,0.0723542099482721
C016323,828,3,8761301,1379292,0,0,0,-0.21282670203343093
C016325,559,4,14772274,0,0,0,0,-0.890817232321797
C016326,928,6,3569336,56703829,0,0,0,-0.020558010694520498
C016329,671,3,10407135,12926240,0,0,0,-0.8162940504643369
C016334,863,2,8442373,1376220,0,0,0,1.2755504051811322
C016335,806,4,6731112,0,0,0,0,1.345425750510079
C016336,650,3,537224,0,0,0,1,1.612066691533162
C016348,809,5,5297495,0,0,0,0,0.22668037982027492
C016349,607,1,2540341,0,0,435133,0,-0.16503730945391182
C016351,649,3,8125412,0,0,0,0,0.9464753390251571
C016352,868,2,242716,42529435,0,0,1,-1.4617600982251073
C016353,847,6,333680,0,0,0,2,0.5021642080403207
C016357,593,3,13755086,0,0,0,1,2.390256573641052
C016359,790,3,62058908,0,30750,0,0,-1.5138383389157686
C016360,556,5,256418,0,0,0,0,0.537898808318606
C016361,712,4,28045119,29913202,0,0,0,-0.6312359514811189
C016363,630,3,494823,19178001,0,0,0,0.38247124259718845
C016364,803,5,2976600,2523064,0,2126732,0,-1.7628096086499487
C016365,954,4,1297695,0,0,227569,0,0.18704672735363995
C016366,654,6,158838808,0,0,0,0,-0.6270775322050433
C016369,804,1,761070,0,0,0,0,-0.409781832390852
C016372,799,2,1530423,0,0,0,0,0.09851398186134006
C016374,806,1,7328130,12586902,0,0,0,1.8716302708935846
C016375,702,2,43206382,0,0,0,2,1.216690922610442
C016376,811,1,569075,1094072,0,0,1,-1.2663826011076869
C016377,833,2,2912168,0,0,0,1,-0.6314134588447569
C016379,729,4,11668440,0,0,0,0,-0.3327359186582792
C016386,882,3,5045620,0,0,0,0,-0.6040866095480966
C016388,727,3,8723829,3587473,0,694779,1,1.326365303061933
C016390,815,2,503676,6342384,35777,0,1,1.2871621086367508
C016391,904,1,3330456,4992204,0,0,1,-1.1005044122271013
C016392,699,1,11982354,0,56907,0,1,-1.520663234350434
C016396,727,5,6146293,26307417,0,0,0,-0.45973266301871063
C016397,750,6,5550096,0,0,0,0,-2.7411063802417606
C016402,624,5,64878872,3477005,0,0,1,-0.6665873167634677
C016404,860,5,9285754,25631068,0,1370099,0,-0.706892722878953
C016405,890,5,18717610,0,0,0,0,0.49209908451587947
C016407,765,4,14883373,24147307,0,0,0,-0.9748657247182345
C016411,827,1,233207,17237811,0,0,0,-0.9212987595764222
C016412,778,3,39502363,14604818,0,0,1,0.708384642167961
C016416,648,4,1662553,13749901,0,0,1,-0.5576510696829351
C016417,686,4,1785975,0,0,0,1,2.131144791395318
C016418,493,4,6398069,0,0,668635,2,0.38305751860504467
C016419,816,4,4644722,1103534,0,0,1,-0.3057895982807287
C016426,905,4,1088481,0,0,0,1,-0.4196991939586049
C016428,818,6,794667,15369054,0,0,0,1.4873158905664636
C016429,807,2,23849326,0,0,0,1,0.488829898248313
C016430,921,5,23579064,0,0,68053,1,-0.1655928052873364
C016433,780,6,3987731,0,0,0,1,1.0343857581776705
C016434,636,5,10227095,0,0,0,0,-1.0098618473775762
C016437,746,5,710784,1395502,0,0,0,0.1968617953408531
C016439,656,1,22648235,0,0,0,3,-1.165668786636601
C016440,703,6,694676,3456789,0,191047,0,-0.5535272053230654
C016442,889,2,2951883,22039358,107025,0,3,0.7871417379500721
C016443,812,4,19367853,0,0,0,0,-0.6767791709442323
C016445,627,3,728181,2640481,0,0,0,-0.1860356079740752
C016446,794,4,2015136,0,0,0,0,-1.1839955745298318
C016448,713,1,5057384,0,138011,0,0,-2.418151134140893
C016449,729,4,43787640,0,0,0,0,0.5668081655410447
C016450,731,1,3241593,0,0,0,1,1.3720331085326645
C016451,802,2,1336423,0,0,0,0,0.4772959210820793
C016453,790,6,4504961,4414056,0,0,0,-1.6329991086609723
C016454,640,5,1382833,0,0,0,1,-0.4245471203384503
C016457,691,3,4460342,13267364,0,0,2,0.6556380022239879
C016458,612,4,4326910,0,26796,0,1,-0.4108217967696407
C016460,550,6,3630179,0,0,772203,1,-0.5098819822777798
C016463,690,4,8661584,0,0,0,1,0.409400607056701
C016465,802,1,671494,4051760,0,982491,0,-1.8552524102939112
C016466,718,5,4525097,17902496,17883,0,0,1.3979051743605242
C016467,538,2,549979,15309882,0,0,0,-0.23468141553279168
C016469,640,2,13247704,0,137840,0,0,0.7284080663322546
C016470,878,2,554187,19011549,158881,0,0,-0.5452124574160229
C016471,743,3,82460,0,0,0,1,0.19811204949867903
C016472,687,1,15004476,0,0,1008281,0,-0.4520962059102708
C016473,731,2,275233,0,0,0,0,1.0972282293836033
C016474,641,2,59489,34374019,0,1179715,1,-0.18365881464979028
C016476,774,2,31369163,27613663,0,0,0,-0.19561912581248933
C016477,627,3,6688871,2026715,0,0,0,-0.5141081138484316
C016479,817,3,89979,0,0,0,0,0.5684679143676982
C016480,515,2,3624912,5809137,0,62671,1,-1.9049303623166103
C016481,903,1,895996,6211980,0,0,0,0.9770516840102103
C016482,754,6,671792,0,0,0,0,-0.5673016839480873
C016483,891,5,19901,0,0,0,1,-0.557216320389702
C016484,829,1,377114,0,137141,35953,2,-0.22067491794125188
C016485,782,2,98883,11369746,4606,0,0,-1.047725577743739
C016486,861,5,16316422,14725773,0,0,1,0.8524604302363923
C016487,801,5,350768,6960226,0,0,1,1.205489695589922
C016488,864,3,24383171,0,0,0,0,0.8631893129687636
C016489,694,6,297567,0,0,0,1,1.5359566717281683
C016490,539,4,6510284,2621273,0,0,1,-0.17661046728327578
C016491,791,2,11903491,0,0,347186,0,-1.312460213558798
C016492,839,4,20892987,3316839,0,0,0,1.721444710499781
C016493,756,6,943943,0,0,0,1,-0.20680292346790904
C016494,764,2,327678572,83994483,0,0,1,1.6472784738315795
C016495,885,4,32363151,0,0,0,1,1.8940852641883037
C016496,794,1,12499987,0,117600,0,0,0.2770611039095163
C016497,763,6,20923182,13272380,0,0,2,-0.5897989860984408
C016499,1000,6,168324462,0,0,0,1,1.3926874635884103
C016501,772,2,4035145,750472,0,706271,0,0.734000180324808
C016502,658,4,6859107,0,0,0,0,0.21186988328583814
C016503,636,5,919225,4919238,108140,0,1,1.346206256270124
C016505,723,1,779839,28486561,0,203656,2,-0.48498695386690815
C016506,817,2,707299,0,0,0,0,1.5131968818708899
C016507,788,5,169345109,0,0,447304,0,0.7774405626068692
C016508,754,6,2616798,0,0,0,0,0.8271206229391906
C016509,512,1,158813771,0,0,0,0,0.24097763473849168
C016512,730,4,5830128,5855339,0,0,1,0.5457553660468345
C016514,900,1,232675,13667101,0,0,3,-1.2998041715075475
C016516,635,1,133962327,122962377,0,0,1,-0.05256055311879346
C016519,929,3,668689,0,0,0,0,0.24287574783983776
C016520,949,6,4170593,32432297,0,0,1,0.2971466096196478
C016524,766,6,591198,0,0,0,1,1.25524982027111
C016525,712,6,17922410,0,0,0,1,0.8140981328288799
C016531,689,3,6846115,0,0,0,0,0.7832958019685091
C016532,685,5,2407566,182600085,0,31400,0,-0.035318120541146525
C016533,818,6,1671852,0,0,0,0,-1.4655423292766965
C016534,712,2,1323990,0,0,421806,0,-0.2701918363296529
C016536,688,6,2495533,0,0,0,1,-0.43871044385126967
C016539,679,3,14167816,0,0,0,2,0.5989816381901851
C016542,797,5,24925785,0,0,0,0,-3.500790896957401
C016543,770,2,109475,0,0,0,0,-0.07217053122571326
C016544,754,4,498813,2436668,0,0,0,0.17225797649219118
C016545,638,1,135562964,0,0,0,1,-1.2019078632308657
C016546,592,4,2390933,832767,0,0,0,-2.5500149446134754
C016547,646,4,5270843,7731774,0,0,0,0.6688785010335705
C016549,956,4,14420357,49323398,0,0,0,-0.5640871127975858
C016550,650,6,734232,0,299970,0,0,-2.2133594043598768
C016551,539,2,1763933,3655997,0,0,0,0.36645859243121437
C016552,692,3,7137863,0,0,0,1,-0.9946116054696448
C016553,922,4,462497,0,0,0,0,-0.8741280664632622
C016554,778,3,2791581,584001,0,147601,0,-0.811643432078652
C016556,786,6,1731746,6329318,0,231500,0,0.47754222290658344
C016560,1000,3,363741,128451440,0,0,0,0.6336755420114002
C016561,672,3,5993283,28732127,0,0,1,-0.6779916189954931
C016562,870,5,1513639,0,0,277290,0,2.2033384104002502
C016563,781,5,22268066,0,0,0,0,0.4176964053483936
C016564,704,5,9819,0,0,0,0,-0.14346272361209714
C016565,711,4,84022511,0,0,0,1,1.0584399903895938
C016566,781,5,1385662,14275782,0,0,0,0.8465449203373421
C016567,821,4,1480446,10293504,0,0,1,-0.7413985648744448
C016569,603,6,1667551,0,0,0,1,-1.351099682527203
C016570,821,3,342713,0,0,0,0,0.6928367760045434
C016572,791,3,10463913,0,0,0,0,0.266771880018024
C016573,767,1,5777414,0,230284,0,0,0.05979498308512535
C016575,520,1,87364036,1294072,0,0,0,-1.3340868501329692
C016576,793,4,329320,19751862,0,0,0,0.9735336329881904
C016577,674,3,1776991,0,0,0,1,1.9352502333423023
C016579,612,4,2698470,94298224,0,0,1,0.8981277649799291
C016583,801,2,8255102,0,0,85042,1,0.44118475133029333
C016584,745,4,1129658,59068736,23769,0,0,1.6058045638387393
C016586,602,1,1134208,8774277,0,0,0,0.5608963296067212
C016587,757,5,29123400,10763780,0,646983,0,1.7811929048404518
C016588,631,2,3268605,0,0,0,1,0.2951119083342447
C016589,723,1,6675984,0,0,0,1,-1.0319683463619258
C016590,632,5,6565639,7050003,0,0,0,1.163604628783392
C016591,547,4,8889084,10541345,0,0,0,-1.2034245701393262
C016594,599,5,302619359,4555494,0,1049534,0,-1.5160630447635814
C016595,722,2,285381,17502677,0,0,1,-2.2531319089502153
C016596,735,2,7272340,139349109,0,0,1,1.1175621185040516
C016598,705,3,31973872,32898560,267889,0,1,1.4294112837866262
C016600,838,4,3318532,11592483,0,0,0,-0.36807936990577794
C016601,635,3,356474,1434375,0,0,0,3.013368482325544
C016602,548,1,5172120,4489699,0,0,0,0.3218265548816418
C016604,773,3,667418,5114690,0,0,1,0.5082779685879413
C016606,770,1,13713505,0,0,0,0,0.8793747746811066
C016609,897,4,27168184,0,0,0,0,-1.113182375402866
C016610,814,5,4290666,644164,0,1215852,0,-1.456496365743167
C016611,779,3,1414870,620556,0,0,0,0.29582656225551385
C016612,617,3,1816018,2791424,0,0,1,0.9015211887295532
C016614,669,1,11711146,4921842,0,0,0,-0.05712185767028823
C016615,789,5,12403938,0,0,1362697,1,-1.7775667127869565
C016617,838,6,1444990,0,0,0,2,-1.0410387222618123
C016619,574,1,509837,0,12275,0,1,-1.1811728498486525
C016620,784,2,72330125,35369403,0,0,0,-2.9240390713234485
C016621,829,5,26322087,0,0,112641,0,0.786448731226635
C016622,804,6,1925892,0,0,568888,1,-0.5924619300666645
C016624,841,3,33499689,0,0,182663,0,-0.7227619208541983
C016626,661,2,12922231,595392,0,0,0,-0.8556484862011828
C016627,707,2,5446121,2377196,0,0,1,0.6202774264468183
C016628,862,2,796014,4252665,0,0,0,-1.2965628899191977
C016631,792,6,4309818,7937700,0,0,1,1.3293243919929785
C016632,829,3,1358403,43192100,0,486554,0,-0.4196250670338335
C016633,518,1,445873,0,0,0,0,0.16761190841424037
C016634,849,2,210509,0,0,0,0,-0.44935468395089917
C016637,722,3,477966,0,0,0,0,-1.9711350940185115
C016638,485,2,7985056,12993797,0,0,0,0.012448840926996385
C016640,787,3,20607137,8301629,34402,1057774,0,0.7336907038556058
C016641,550,1,26598805,0,124313,0,0,-0.8175131521058195
C016642,852,3,9362388,0,0,0,1,0.8048250754920285
C016643,971,6,187489,0,0,0,0,-0.5009035683319394
C016644,609,6,18258732,0,0,279767,0,-0.26791420603828275
C016646,769,1,5551421,0,0,0,1,-1.4194154610329555
C016647,749,1,1567125,30797601,0,0,1,0.03194519720634004
C016648,729,1,89124595,68431838,0,0,0,-2.6903500624283163
C016651,547,1,31560333,0,0,0,0,2.7473434310993277
C016652,557,3,6290182,0,0,0,0,-1.125365072371334
C016653,636,1,8675308,0,0,902065,1,0.9155024301348854
C016656,872,3,1861525,38195029,0,383053,0,-1.4850476471627803
C016657,796,2,838910,1888293,0,0,1,-0.30682068403530993
C016660,597,6,11682519,0,0,0,2,0.641220511046273
C016661,979,2,247327,0,11945,0,0,0.42816648835552407
C016662,795,5,210157,0,0,0,1,-0.33968222611624443
C016664,587,3,21750032,414460,0,0,0,1.3835451809465051
C016665,775,2,440352,0,0,0,0,0.5804731572440031
C016666,877,4,2638157,1523914,0,0,0,-1.1000958572707369
C016669,742,5,69882524,33027885,16547,0,0,0.7155569905049068
C016674,471,1,10943379,8523332,0,0,0,1.458671165883979
C016675,666,1,3267502,1784572,0,0,1,0.6267684726927306
C016677,799,6,123725,0,0,0,0,0.26981633334638
C016678,610,3,634673,0,0,0,0,-0.22018164062441603
C016680,634,1,1710440,18794640,0,0,0,0.12948141145041647
C016683,967,3,13999771,81086275,0,0,1,1.040454182511347
C016684,859,1,4723533,7432992,0,258360,0,-0.9152335059961053
C016685,736,3,10359204,0,0,642289,0,-0.4354447538043553
C016686,807,2,1613624,1648350,0,0,1,1.7408712226404313
C016688,952,4,33524458,837133,0,0,0,0.9600918514165159
C016689,638,6,70248964,0,0,0,1,-1.1959196754604366
C016690,918,5,7572800,0,0,0,0,-2.376853222678469
C016691,788,3,5226898,0,0,0,0,-0.18422528131591637
C016692,700,1,2047634,0,0,0,1,2.1302048100433906
C016693,650,4,38361570,0,0,0,0,-0.5197467432086282
C016694,773,6,2143973,3245775,0,0,0,-0.6820417127519438
C016697,848,3,1852867,0,477673,0,0,-0.2687651474073275
C016700,804,6,56142852,5559244,0,0,0,-0.807423430155747
C016703,746,6,732902,0,0,0,0,-2.002191761557879
C016705,730,1,43225500,5129936,0,0,0,-0.009927756809137392
C016706,783,5,1530989,0,0,0,0,0.1713698394053805
C016708,754,6,7453953,96398097,0,0,0,-0.5094610780949457
C016709,508,2,478287,0,0,0,0,-0.5336958710555154
C016710,824,1,5926633,0,0,0,1,-0.2358360675295988
C016712,853,5,697749,8603990,0,385004,0,2.3730627789896266
C016713,633,6,4403041,0,0,0,0,0.959855091019432
C016714,739,6,361187,0,0,0,0,0.20630260093692607
C016715,613,5,326876,2072615,0,0,0,0.23937135447688387
C016716,899,6,2730161,785621,125705,0,0,-0.3349028385818638
C016718,607,1,5089213,23231926,0,0,0,-0.9845090735960917
C016720,615,1,44631989,5525763,0,0,0,-0.7722900468121193
C016721,1000,5,3697561,11613892,0,0,0,0.8820831547402477
C016722,727,5,6416903,5970493,105181,0,1,-1.0137082958929915
C016723,775,2,104075890,13420963,0,0,0,-0.13373647882343545
C016724,741,1,79158831,1011206,0,0,0,-0.8469565587171104
C016725,949,2,947825,0,0,0,0,-1.280477581512976
C016726,702,5,9987862,1837537,0,1410786,0,-0.28001634613141724
C016728,800,3,5518709,0,0,746776,0,-0.934760964709861
C016730,670,6,202152830,60496518,0,0,1,0.23905233037124643
C016732,924,4,459393,0,0,0,0,0.32091295425009003
C016733,691,4,8315985,0,0,257023,1,-0.27339306970615734
C016734,698,2,5046102,0,0,0,1,-0.6993687985649247
C016735,651,6,8196630,0,0,0,1,0.2640644785683415
C016738,746,1,3327197,0,0,0,0,-0.5478098088791388
C016739,830,3,619583,0,0,0,1,1.2023902988076571
C016741,776,1,197747,0,0,839605,2,0.207805090638671
C016742,699,2,8099404,4728403,0,302274,1,-0.3438967189847418
C016743,647,4,2559619,60552871,0,608219,0,-0.22148171001401043
C016744,888,4,7807687,0,0,0,1,1.435406172491036
C016745,815,2,729108,0,0,361118,1,1.6270681534207974
C016747,741,3,785997,8712508,0,1042,0,1.5420949337872427
C016749,711,6,1684128,25259120,0,0,0,-0.9811679993973014
C016750,845,3,285280,0,0,0,0,-0.6755051549640443
C016753,695,6,537074,0,0,0,0,1.3125330835173166
C016754,693,1,938192,12167326,0,631219,1,0.49039276059709536
C016757,566,3,2093962,0,0,0,1,-0.13594616577031624
C016761,715,4,145468,2834749,0,0,1,-0.6715694102981906
C016762,960,6,1038991,0,0,319551,2,1.0670066861775223
C016763,777,1,280257,0,5142,0,0,-0.05144228111132918
C016764,594,5,1656098,0,27369,0,1,-0.15558991849911827
C016767,653,3,4162796,0,0,0,1,1.6366252651780582
C016768,724,2,9817580,0,0,0,1,0.020057747261736855
C016769,712,4,417183,0,0,0,0,-0.5616006475245675
C016772,823,1,157082,0,0,0,0,0.07149316127640637
C016773,786,3,477536,0,0,0,0,0.24298178617540508
C016774,543,3,117695,0,0,0,0,1.70570852114554
C016776,668,3,98937284,6682551,249536,574735,1,-1.3079499565492163
C016778,760,1,33439118,14330604,0,0,0,-0.26498551488426614
C016780,839,1,143667,0,0,0,0,-2.252804671760531
C016782,656,1,262994,17996919,51575,0,0,0.08565398824827447
C016785,831,3,4640489,0,0,117087,0,1.139567410983964
C016786,998,5,77328,0,0,0,0,-0.6712741178935737
C016787,654,3,711866,5172863,0,0,2,0.27331389580312326
C016789,769,1,3996556,0,0,0,0,-0.03573546253797451
C016792,774,6,2869457,9620617,0,1651415,1,-1.4570116745705197
C016794,540,6,7694824,0,0,0,0,-0.7596332655189985
C016797,865,6,2493320,0,0,441851,0,-0.4366608075750231
C016798,669,3,4516734,0,0,0,0,0.0636105242682388
C016799,723,4,4966108,164257382,0,0,0,0.1111921537950675
C016803,1000,6,15718426,0,0,0,0,-0.12507940985848678
C016805,889,3,66564961,2356729,0,267293,1,0.5474322638165392
C016807,841,2,13018632,0,110336,0,1,1.0485417178674459
C016812,659,5,187210,4352075,0,0,0,0.6289892977780224
C016814,789,3,41683834,0,273390,0,1,0.6987881405566625
C016819,840,4,92911468,0,0,0,1,0.6774933845578482
C016820,742,2,1192842,8817048,11913,0,0,1.160800308414974
C016821,748,2,95391781,2278310,0,0,0,-0.07718992424021731
C016826,794,5,1545885,0,0,0,0,-0.05383598431098512
C016828,780,6,525501,7889733,0,0,1,-1.3611973857904638
C016830,657,3,231785,0,0,0,0,-1.232450592231457
C016831,736,3,5739856,17228848,0,0,0,1.5286789266999248
C016832,623,4,716060,935161,0,0,1,0.6551838459237637
C016833,700,3,15331149,3673903,8782,0,1,-0.9073465198881802
C016834,615,1,42663691,1344510,0,0,0,-0.6845178331702746
C016835,880,5,6554597,0,0,0,1,0.20582358084155364
C016836,797,3,7156382,0,0,0,1,0.9443165535196391
C016839,653,3,1199651,0,0,0,1,-0.023695084998562405
C016840,735,1,1802091,843653,0,0,0,0.5827495046792381
C016841,839,2,2576383,0,196261,80371,0,0.4422039663623485
C016844,965,2,31560750,0,0,0,2,-0.8125351757509556
C016848,684,2,122690,5649386,0,320534,0,-0.7351123041230679
C016850,651,2,8208574,8519474,0,0,1,-0.4557110915219942
C016851,720,5,1307239,5487401,0,0,1,0.6808165109842568
C016853,691,6,4425993,11863350,0,0,1,-0.019646903101628935
C016855,911,2,3838956,0,0,0,0,-1.1781619710394189
C016856,843,3,2470480,0,0,0,0,0.5649385436715075
C016857,754,2,2054309,4606540,0,0,0,0.7890806797722972
C016858,684,4,7484929,3233496,0,0,0,-0.3268132531111913
C016859,770,4,1818727,0,0,0,0,0.8413830197048586
C016860,708,3,47188922,108998358,0,0,1,0.6477134639807972
C016861,741,5,27798269,0,0,301746,0,-0.3838401466492466
C016863,896,6,5335634,9900645,0,95291,0,1.007852933565628
C016864,837,4,570391,7753393,0,0,1,0.9517577615233835
C016866,916,6,491786,42223809,0,555404,0,1.1594631711881402
C016868,919,2,4269956,8982772,0,0,1,1.3089361918325702
C016869,694,4,101190,0,0,0,1,-0.9489287258107246
C016873,783,6,5971701,0,0,0,0,-0.0315829280844146
C016876,755,4,6364184,29926187,0,21188,0,0.6442254650093874
C016877,865,6,20396,6431574,0,0,0,0.24416445164444536
C016878,735,4,1332778,2244645,0,0,1,0.28069897022779533
C016879,843,4,2385478,2678813,0,0,0,-1.1884520107936003
C016882,754,1,2679272,0,0,0,0,-1.5614466608585504
C016883,820,4,617968,4523408,0,0,1,-1.8127580286701586
C016888,816,1,1064761,0,0,0,1,0.014046612282708287
C016889,672,2,33111188,0,0,0,1,-2.0099764988784483
C016891,919,4,589062925,0,0,0,0,-1.5006903945353258
C016893,640,1,1358642,52167725,0,0,0,1.652815351435325
C016894,729,2,11286140,295661,0,0,0,-1.166540057007527
C016895,786,4,283411,0,0,0,1,-1.055791551039336
C016897,843,2,76269,0,0,0,0,-0.3609302065362211
C016898,811,1,4521883,0,0,0,1,0.7458081996470052
C016900,839,5,6417315,0,0,0,0,1.2944517852791027
C016901,724,4,2157428,0,0,0,0,-1.3260750294237496
C016902,875,5,48906586,0,0,0,0,2.1145000180027513
C016904,775,1,431974,0,0,0,0,0.8968294387675245
C016906,789,5,2347357,0,0,0,1,-0.6317634286546984
C016907,856,6,1645460,1329323,0,0,0,1.1100768689797749
C016908,887,6,20971779,0,0,1486281,1,-0.33718368725511805
C016909,573,5,58484655,0,0,1069821,0,0.40454668256306137
C016912,441,1,8076362,0,0,0,0,-0.6647573260956765
C016915,555,5,16650978,0,0,103102,2,-0.7691191250912165
C016916,754,6,1062085,12440312,0,0,0,1.4019711520001905
C016917,719,1,10811217,4029369,0,1286745,0,-1.0155629414847755
C016918,483,2,19926134,0,213382,603396,0,-1.5378788654034459
C016919,778,4,300843,0,0,0,1,1.4513114657146462
C016920,570,5,21866,15951286,0,0,0,-0.9545708496104627
C016921,785,3,15638239,0,0,0,1,0.3262936732944326
C016922,735,2,12607619,0,0,0,1,-2.291954097836393
C016923,679,4,1325340,0,94096,0,1,-0.0847940727778195
C016924,803,5,253614,0,0,0,0,1.1312246972341136
C016925,567,6,2942547,21630437,0,0,0,2.2173334483272407
C016926,613,2,251947,33762720,0,0,1,-0.9709438651717841
C016927,696,3,10773545,13021823,0,0,0,0.689132515289986
C016928,752,3,7176174,5841450,0,64124,0,0.2740156435701194
C016929,765,2,7425082,0,0,118899,1,-1.1154876851639517
C016932,578,5,4703438,41177293,119389,0,2,1.239362676395031
C016933,909,2,853340,3104490,65299,0,0,1.520706993982488
C016935,596,3,3710128,304698356,0,0,0,-0.6113183029039263
C016938,663,4,7297509,0,0,0,1,0.980726641304056
C016939,911,3,994945,0,0,0,0,2.283443706918718
C016940,783,3,58698121,0,0,0,0,-0.03519148492236987
C016941,771,1,1138229,4559234,0,74061,0,-0.3617289558930077
C016942,789,4,56993,75110192,0,399314,0,-1.0969792840194148
C016943,757,1,2735745,0,0,325978,0,0.668925149830195
C016944,643,6,1169139,4775192,0,67485,0,-1.085637521960736
C016945,737,4,164998,2697982,48895,0,0,1.1740262129311776
C016946,981,2,24776293,24686677,20823,0,0,2.078342152800608
C016952,640,2,7091453,0,0,374174,0,0.6714909863748096
C016953,633,3,106641952,79879429,0,0,0,0.4676907174952043
C016954,948,6,9654875,0,0,0,2,-2.1323667324863327
C016957,602,2,3507283,995865,0,0,0,-0.41043016235609264
C016960,549,5,645388,6444911,0,0,1,-1.8125714469453162
C016961,886,6,172962,0,0,0,0,0.14130174178292676
C016962,850,3,1753003,8987123,0,0,0,-0.13513924357605744
C016964,764,1,276047,0,0,0,0,-1.1852638646707951
C016965,702,6,4415086,0,308896,0,0,-2.084502848412702
C016967,767,3,22974229,4821972,0,0,0,0.724236169374054
C016968,772,5,406756,0,260120,0,0,-0.1086980329734055
C016969,824,4,87346,2542392,0,0,1,-0.19609357570537345
C016970,795,4,7404190,0,205058,0,1,-0.05355962745101324
C016971,823,4,647787,0,0,0,0,1.8393443273060792
C016973,540,1,40393839,4448838,0,0,0,-0.8439203462087093
C016974,673,5,2303331,2413143,0,0,0,0.9785106050719702
C016976,778,5,44290884,34784748,0,0,0,0.6968754969117176
C016978,599,3,59922404,0,0,0,0,-0.6276096452689164
C016979,847,2,2096149,3642791,0,0,1,-1.2497610238037478
C016980,641,3,923146,11834148,0,0,1,1.8041413198774254
C016983,639,5,15863748,0,0,0,1,-0.6128919907104343
C016984,700,6,49102745,0,0,0,1,1.8160819684906029
C016985,886,5,16769653,8076573,0,0,1,-0.40523383307270666
C016986,465,2,6079461,0,0,272284,0,-0.060386500411695486
C016989,924,1,14051939,0,0,0,0,0.33126914347632286
C016990,886,5,810475,0,0,0,0,0.3581720027270846
C016992,864,4,626499,0,0,0,0,-0.23782966449940587
C016993,644,1,152067837,0,0,0,0,-0.2981470917855379
C016995,886,4,182725,7318034,0,0,1,-0.3990134322349722
C016996,612,2,242353,20624047,0,535105,2,-1.0510609701461626
C016998,543,6,96785357,0,0,0,0,0.9857171973965192
C016999,779,1,7840446,0,0,266047,1,0.18037174501984735
C017000,788,6,2598201,0,0,0,0,-0.11048796567945918
C017001,675,5,2264041,0,0,200491,0,0.45601411564996575
C017005,621,1,652882,16690708,0,0,0,1.2932423693545645
C017007,748,2,572524,0,0,0,0,-2.2152712530558283
C017008,764,1,1440021,0,0,0,0,-0.2425721420141079
C017009,795,4,1690050,0,0,1985322,0,0.2330231639057492
C017011,707,6,94231385,0,0,0,0,-0.22858508710212358
